Using device:  cpu
Training completed
user 0 / 10000, time taken: 0.0002510547637939453
user 1000 / 10000, time taken: 0.9728348255157471
user 2000 / 10000, time taken: 1.5019400119781494
user 3000 / 10000, time taken: 0.987321138381958
user 4000 / 10000, time taken: 0.9991378784179688
user 5000 / 10000, time taken: 1.612725019454956
user 6000 / 10000, time taken: 1.0643410682678223
user 7000 / 10000, time taken: 1.0278501510620117
user 8000 / 10000, time taken: 1.0372769832611084
user 9000 / 10000, time taken: 1.6347341537475586
Day 11, actual_clicks_reward: 2058.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 115698.56651167104, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 239611, Loss per data point: 0.11193692942484798
Epoch 10, data points: 239611, Loss per data point: 0.1119340911564385
Epoch 20, data points: 239611, Loss per data point: 0.11193484856983732
Epoch 30, data points: 239611, Loss per data point: 0.11191849402370825
Epoch 40, data points: 239611, Loss per data point: 0.11187066092196837
Epoch 50, data points: 239611, Loss per data point: 0.1118918168117814
Epoch 60, data points: 239611, Loss per data point: 0.11192231845814184
Epoch 70, data points: 239611, Loss per data point: 0.11181498788590459
Epoch 80, data points: 239611, Loss per data point: 0.11182489040373897
Epoch 90, data points: 239611, Loss per data point: 0.11183694217935106
Training completed
user 0 / 10000, time taken: 0.00019311904907226562
user 1000 / 10000, time taken: 0.9718708992004395
user 2000 / 10000, time taken: 0.980583906173706
user 3000 / 10000, time taken: 1.37347412109375
user 4000 / 10000, time taken: 0.9797852039337158
user 5000 / 10000, time taken: 0.9661200046539307
user 6000 / 10000, time taken: 0.9829020500183105
user 7000 / 10000, time taken: 1.174865961074829
user 8000 / 10000, time taken: 0.9589509963989258
user 9000 / 10000, time taken: 1.0438740253448486
Day 12, actual_clicks_reward: 2091.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 120597.2647020151, max_watch_duration_reward: 214186.22904631644
agent name:  WeightedPointWiseModelAgent
model parameters:  <generator object Module.parameters at 0x1290f3200>
actual_clicks_reward (rounded):  26864.0
max_clicks_reward (rounded):  34836.0
actual_watch_duration_reward (rounded):  1515482.68
max_watch_duration_reward (rounded):  2784420.98
agent name:  PointWiseModelAgent
user 0 / 10000, time taken: 0.0018041133880615234
user 1000 / 10000, time taken: 0.04545092582702637
user 2000 / 10000, time taken: 0.4573860168457031
user 3000 / 10000, time taken: 0.045768022537231445
user 4000 / 10000, time taken: 0.0453948974609375
user 5000 / 10000, time taken: 0.0525357723236084
user 6000 / 10000, time taken: 0.05116391181945801
user 7000 / 10000, time taken: 0.04575061798095703
user 8000 / 10000, time taken: 0.0448760986328125
user 9000 / 10000, time taken: 0.04511284828186035
Day 0, actual_clicks_reward: 2073.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 119515.00806304727, max_watch_duration_reward: 214186.22904631644
user 0 / 10000, time taken: 0.0015919208526611328
user 1000 / 10000, time taken: 0.04564023017883301
user 2000 / 10000, time taken: 0.04548215866088867
user 3000 / 10000, time taken: 0.05432605743408203
user 4000 / 10000, time taken: 0.04523611068725586
user 5000 / 10000, time taken: 0.04598402976989746
user 6000 / 10000, time taken: 0.04578208923339844
user 7000 / 10000, time taken: 0.04584622383117676
user 8000 / 10000, time taken: 0.04560494422912598
user 9000 / 10000, time taken: 0.04597187042236328
Day 1, actual_clicks_reward: 2080.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 118922.1972084416, max_watch_duration_reward: 214186.22904631644
user 0 / 10000, time taken: 0.0015289783477783203
user 1000 / 10000, time taken: 0.04650306701660156
user 2000 / 10000, time taken: 0.04592633247375488
user 3000 / 10000, time taken: 0.04623818397521973
user 4000 / 10000, time taken: 0.04547405242919922
user 5000 / 10000, time taken: 0.04618024826049805
user 6000 / 10000, time taken: 0.04532790184020996
user 7000 / 10000, time taken: 0.045583248138427734
user 8000 / 10000, time taken: 0.0458521842956543
user 9000 / 10000, time taken: 0.0463252067565918
Day 2, actual_clicks_reward: 2059.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 119357.8241659228, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 60191, Loss per data point: 0.014233666693258585
Epoch 10, data points: 60191, Loss per data point: 0.010418206178031523
Epoch 20, data points: 60191, Loss per data point: 0.010399590314258496
Epoch 30, data points: 60191, Loss per data point: 0.01039549550618227
Epoch 40, data points: 60191, Loss per data point: 0.010393769142996726
Epoch 50, data points: 60191, Loss per data point: 0.010392394885132387
Epoch 60, data points: 60191, Loss per data point: 0.010391979488434294
Epoch 70, data points: 60191, Loss per data point: 0.010390498032248606
Epoch 80, data points: 60191, Loss per data point: 0.010390517620302919
Epoch 90, data points: 60191, Loss per data point: 0.010389749514844893
Training completed
user 0 / 10000, time taken: 0.00021505355834960938
user 1000 / 10000, time taken: 0.919802188873291
user 2000 / 10000, time taken: 0.9541549682617188
user 3000 / 10000, time taken: 0.9518158435821533
user 4000 / 10000, time taken: 1.4621739387512207
user 5000 / 10000, time taken: 0.9302530288696289
user 6000 / 10000, time taken: 0.9482419490814209
user 7000 / 10000, time taken: 0.9725561141967773
user 8000 / 10000, time taken: 1.415038824081421
user 9000 / 10000, time taken: 0.9997842311859131
Day 3, actual_clicks_reward: 2115.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 114824.6573705685, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 80636, Loss per data point: 0.011436252850929958
Epoch 10, data points: 80636, Loss per data point: 0.01043845355827451
Epoch 20, data points: 80636, Loss per data point: 0.010411392370977804
Epoch 30, data points: 80636, Loss per data point: 0.010399706211170038
Epoch 40, data points: 80636, Loss per data point: 0.010392310886982326
Epoch 50, data points: 80636, Loss per data point: 0.010387591975517255
Epoch 60, data points: 80636, Loss per data point: 0.010384564957797625
Epoch 70, data points: 80636, Loss per data point: 0.010382321155798908
Epoch 80, data points: 80636, Loss per data point: 0.010380687925073327
Epoch 90, data points: 80636, Loss per data point: 0.010379532749215178
Training completed
user 0 / 10000, time taken: 0.00033783912658691406
user 1000 / 10000, time taken: 0.9514608383178711
user 2000 / 10000, time taken: 1.4573712348937988
user 3000 / 10000, time taken: 0.9422199726104736
user 4000 / 10000, time taken: 0.9587438106536865
user 5000 / 10000, time taken: 0.9666948318481445
user 6000 / 10000, time taken: 1.2213449478149414
user 7000 / 10000, time taken: 0.9966976642608643
user 8000 / 10000, time taken: 0.9868080615997314
user 9000 / 10000, time taken: 1.0303869247436523
Day 4, actual_clicks_reward: 1791.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 112780.65426899727, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 100609, Loss per data point: 0.010435690450046156
Epoch 10, data points: 100609, Loss per data point: 0.010194699799356652
Epoch 20, data points: 100609, Loss per data point: 0.010189879506909047
Epoch 30, data points: 100609, Loss per data point: 0.010188612666492663
Epoch 40, data points: 100609, Loss per data point: 0.010188178795714311
Epoch 50, data points: 100609, Loss per data point: 0.01018793938946618
Epoch 60, data points: 100609, Loss per data point: 0.010187648630426939
Epoch 70, data points: 100609, Loss per data point: 0.010187414423345004
Epoch 80, data points: 100609, Loss per data point: 0.01018728746421936
Epoch 90, data points: 100609, Loss per data point: 0.010187270401546308
Training completed
user 0 / 10000, time taken: 0.0002491474151611328
user 1000 / 10000, time taken: 1.4464640617370605
user 2000 / 10000, time taken: 0.9429841041564941
user 3000 / 10000, time taken: 1.0151417255401611
user 4000 / 10000, time taken: 0.9811239242553711
user 5000 / 10000, time taken: 1.2595100402832031
user 6000 / 10000, time taken: 0.9155800342559814
user 7000 / 10000, time taken: 0.9081730842590332
user 8000 / 10000, time taken: 1.0390031337738037
user 9000 / 10000, time taken: 1.4259800910949707
Day 5, actual_clicks_reward: 2122.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 127463.58461963311, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 120595, Loss per data point: 0.010308588330000559
Epoch 10, data points: 120595, Loss per data point: 0.010258057628311452
Epoch 20, data points: 120595, Loss per data point: 0.010255609288075862
Epoch 30, data points: 120595, Loss per data point: 0.0102554398786345
Epoch 40, data points: 120595, Loss per data point: 0.010253901055197825
Epoch 50, data points: 120595, Loss per data point: 0.010254198720890213
Epoch 60, data points: 120595, Loss per data point: 0.010253911406373873
Epoch 70, data points: 120595, Loss per data point: 0.010253586877568197
Epoch 80, data points: 120595, Loss per data point: 0.010252252208503988
Epoch 90, data points: 120595, Loss per data point: 0.010252893438603758
Training completed
user 0 / 10000, time taken: 0.00019502639770507812
user 1000 / 10000, time taken: 0.9905900955200195
user 2000 / 10000, time taken: 0.9298629760742188
user 3000 / 10000, time taken: 0.9443299770355225
user 4000 / 10000, time taken: 1.5495119094848633
user 5000 / 10000, time taken: 0.9473340511322021
user 6000 / 10000, time taken: 0.9496090412139893
user 7000 / 10000, time taken: 1.0005860328674316
user 8000 / 10000, time taken: 1.5074260234832764
user 9000 / 10000, time taken: 0.9660530090332031
Day 6, actual_clicks_reward: 1937.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 115133.4311930203, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 140613, Loss per data point: 0.010243456286650549
Epoch 10, data points: 140613, Loss per data point: 0.010214158206478483
Epoch 20, data points: 140613, Loss per data point: 0.01020905747715607
Epoch 30, data points: 140613, Loss per data point: 0.010213152016465528
Epoch 40, data points: 140613, Loss per data point: 0.01020999740144143
Epoch 50, data points: 140613, Loss per data point: 0.010207127230173476
Epoch 60, data points: 140613, Loss per data point: 0.010206875342974247
Epoch 70, data points: 140613, Loss per data point: 0.010209584377269073
Epoch 80, data points: 140613, Loss per data point: 0.010209168752363868
Epoch 90, data points: 140613, Loss per data point: 0.010209100609962968
Training completed
user 0 / 10000, time taken: 0.00020313262939453125
user 1000 / 10000, time taken: 0.9324150085449219
user 2000 / 10000, time taken: 0.9603161811828613
user 3000 / 10000, time taken: 1.476046085357666
user 4000 / 10000, time taken: 0.8854188919067383
user 5000 / 10000, time taken: 1.0340089797973633
user 6000 / 10000, time taken: 0.9482653141021729
user 7000 / 10000, time taken: 1.628739833831787
user 8000 / 10000, time taken: 1.0068070888519287
user 9000 / 10000, time taken: 1.0507409572601318
Day 7, actual_clicks_reward: 2115.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 101163.82322802366, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 160451, Loss per data point: 0.010269099478308872
Epoch 10, data points: 160451, Loss per data point: 0.01025662728579388
Epoch 20, data points: 160451, Loss per data point: 0.010256036975537685
Epoch 30, data points: 160451, Loss per data point: 0.01025589522161436
Epoch 40, data points: 160451, Loss per data point: 0.010255772838429761
Epoch 50, data points: 160451, Loss per data point: 0.01025977566165975
Epoch 60, data points: 160451, Loss per data point: 0.010259532239451427
Epoch 70, data points: 160451, Loss per data point: 0.010255375081134348
Epoch 80, data points: 160451, Loss per data point: 0.01025539108364655
Epoch 90, data points: 160451, Loss per data point: 0.010255343803285794
Training completed
user 0 / 10000, time taken: 0.0011682510375976562
user 1000 / 10000, time taken: 0.9543259143829346
user 2000 / 10000, time taken: 1.662282943725586
user 3000 / 10000, time taken: 1.0472943782806396
user 4000 / 10000, time taken: 0.9445898532867432
user 5000 / 10000, time taken: 0.9538838863372803
user 6000 / 10000, time taken: 1.5868730545043945
user 7000 / 10000, time taken: 1.0045771598815918
user 8000 / 10000, time taken: 0.9084501266479492
user 9000 / 10000, time taken: 0.8959548473358154
Day 8, actual_clicks_reward: 1916.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 134302.04852010263, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 180347, Loss per data point: 0.010226959750230026
Epoch 10, data points: 180347, Loss per data point: 0.01021576856261128
Epoch 20, data points: 180347, Loss per data point: 0.010215105143617047
Epoch 30, data points: 180347, Loss per data point: 0.010214753471147963
Epoch 40, data points: 180347, Loss per data point: 0.010214201930131795
Epoch 50, data points: 180347, Loss per data point: 0.010213974420648293
Epoch 60, data points: 180347, Loss per data point: 0.010213949825556585
Epoch 70, data points: 180347, Loss per data point: 0.010213628399849475
Epoch 80, data points: 180347, Loss per data point: 0.010213466621609206
Epoch 90, data points: 180347, Loss per data point: 0.010213343839864851
Training completed
user 0 / 10000, time taken: 0.00034308433532714844
user 1000 / 10000, time taken: 1.593012809753418
user 2000 / 10000, time taken: 1.0218138694763184
user 3000 / 10000, time taken: 0.9320793151855469
user 4000 / 10000, time taken: 0.9418802261352539
user 5000 / 10000, time taken: 0.9171738624572754
user 6000 / 10000, time taken: 1.5848219394683838
user 7000 / 10000, time taken: 1.0885109901428223
user 8000 / 10000, time taken: 0.9424488544464111
user 9000 / 10000, time taken: 1.0797412395477295
Day 9, actual_clicks_reward: 1908.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 91965.84729792706, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 200255, Loss per data point: 0.010188445403968429
Epoch 10, data points: 200255, Loss per data point: 0.010180882615927426
Epoch 20, data points: 200255, Loss per data point: 0.010180297929573433
Epoch 30, data points: 200255, Loss per data point: 0.010180040583457605
Epoch 40, data points: 200255, Loss per data point: 0.010179797906192042
Epoch 50, data points: 200255, Loss per data point: 0.010179586907111257
Epoch 60, data points: 200255, Loss per data point: 0.010179479255848545
Epoch 70, data points: 200255, Loss per data point: 0.010179321460249314
Epoch 80, data points: 200255, Loss per data point: 0.010179136000488621
Epoch 90, data points: 200255, Loss per data point: 0.010179200948098753
Training completed
user 0 / 10000, time taken: 0.00018525123596191406
user 1000 / 10000, time taken: 0.9515180587768555
user 2000 / 10000, time taken: 0.9573099613189697
user 3000 / 10000, time taken: 0.928102970123291
user 4000 / 10000, time taken: 0.9623410701751709
user 5000 / 10000, time taken: 1.5890378952026367
user 6000 / 10000, time taken: 0.9880831241607666
user 7000 / 10000, time taken: 0.9885709285736084
user 8000 / 10000, time taken: 0.9411337375640869
user 9000 / 10000, time taken: 0.940112829208374
Day 10, actual_clicks_reward: 1972.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 118169.30359230684, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 220472, Loss per data point: 0.010166966294055148
Epoch 10, data points: 220472, Loss per data point: 0.010162187882850232
Epoch 20, data points: 220472, Loss per data point: 0.010161661081903623
Epoch 30, data points: 220472, Loss per data point: 0.010161090643666954
Epoch 40, data points: 220472, Loss per data point: 0.010160426751253346
Epoch 50, data points: 220472, Loss per data point: 0.010160495710724
Epoch 60, data points: 220472, Loss per data point: 0.01016050480368194
Epoch 70, data points: 220472, Loss per data point: 0.010160561735712427
Epoch 80, data points: 220472, Loss per data point: 0.010160188520939351
Epoch 90, data points: 220472, Loss per data point: 0.010160057841266178
Training completed
user 0 / 10000, time taken: 0.0005259513854980469
user 1000 / 10000, time taken: 0.9772381782531738
user 2000 / 10000, time taken: 0.9558508396148682
user 3000 / 10000, time taken: 0.964789867401123
user 4000 / 10000, time taken: 0.939183235168457
user 5000 / 10000, time taken: 1.827949047088623
user 6000 / 10000, time taken: 0.9593651294708252
user 7000 / 10000, time taken: 0.922652006149292
user 8000 / 10000, time taken: 0.9262001514434814
user 9000 / 10000, time taken: 0.9539151191711426
Day 11, actual_clicks_reward: 2269.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 145129.27127386635, max_watch_duration_reward: 214186.22904631644
Epoch 0, data points: 240427, Loss per data point: 0.010236065230088753
Epoch 10, data points: 240427, Loss per data point: 0.010234882569300356
Epoch 20, data points: 240427, Loss per data point: 0.010235354417268387
Epoch 30, data points: 240427, Loss per data point: 0.010235244579533537
Epoch 40, data points: 240427, Loss per data point: 0.010235192692687085
Epoch 50, data points: 240427, Loss per data point: 0.010234640132290971
Epoch 60, data points: 240427, Loss per data point: 0.010234533070918246
Epoch 70, data points: 240427, Loss per data point: 0.010234698421051907
Epoch 80, data points: 240427, Loss per data point: 0.010234965286124798
Epoch 90, data points: 240427, Loss per data point: 0.010235456861659234
Training completed
user 0 / 10000, time taken: 0.0001709461212158203
user 1000 / 10000, time taken: 1.1066839694976807
user 2000 / 10000, time taken: 1.012131690979004
user 3000 / 10000, time taken: 1.1167168617248535
user 4000 / 10000, time taken: 1.218130111694336
user 5000 / 10000, time taken: 1.5719189643859863
user 6000 / 10000, time taken: 0.9225757122039795
user 7000 / 10000, time taken: 0.9437539577484131
user 8000 / 10000, time taken: 0.895672082901001
user 9000 / 10000, time taken: 1.156125783920288
Day 12, actual_clicks_reward: 2289.0, max_clicks_reward: 2679.6920521093107, actual_watch_duration_reward: 139846.1807159567, max_watch_duration_reward: 214186.22904631644
agent name:  PointWiseModelAgent
model parameters:  <generator object Module.parameters at 0x3435f9c10>
actual_clicks_reward (rounded):  26646.0
max_clicks_reward (rounded):  34836.0
actual_watch_duration_reward (rounded):  1558573.83
max_watch_duration_reward (rounded):  2784420.98
Time taken:  8231.711757183075
Using device:  cpu
title 196: 0.13
title 932: 0.13
title 306: 0.13
title 395: 0.13
title 43: 0.13
title 676: 0.13
title 765: 0.13
title 227: 0.13
title 518: 0.13
title 29: 0.13
title 58: 0.12
title 660: 0.12
title 349: 0.12
title 976: 0.12
title 201: 0.12
title 242: 0.12
title 585: 0.12
title 752: 0.12
title 24: 0.12
title 810: 0.12
title 912: 0.12
title 596: 0.12
title 883: 0.12
title 79: 0.12
title 964: 0.12
title 648: 0.12
title 521: 0.12
title 326: 0.12
title 357: 0.12
title 896: 0.12
title 730: 0.12
title 140: 0.12
title 354: 0.12
title 632: 0.12
title 965: 0.12
title 717: 0.12
title 93: 0.12
title 113: 0.12
title 65: 0.12
title 833: 0.12
title 176: 0.12
title 956: 0.12
title 745: 0.12
title 814: 0.12
title 403: 0.12
title 369: 0.12
title 753: 0.12
title 933: 0.12
title 597: 0.12
title 711: 0.12
title 804: 0.12
title 936: 0.12
title 718: 0.12
title 786: 0.12
title 40: 0.12
title 971: 0.12
title 152: 0.12
title 506: 0.12
title 103: 0.12
title 117: 0.12
title 12: 0.12
title 892: 0.12
title 908: 0.12
title 373: 0.12
title 188: 0.12
title 35: 0.12
title 84: 0.12
title 534: 0.12
title 2: 0.12
title 774: 0.12
title 444: 0.12
title 23: 0.12
title 606: 0.12
title 186: 0.12
title 567: 0.12
title 637: 0.11
title 145: 0.11
title 229: 0.11
title 147: 0.11
title 106: 0.11
title 513: 0.11
title 943: 0.11
title 60: 0.11
title 860: 0.11
title 915: 0.11
title 241: 0.11
title 726: 0.11
title 460: 0.11
title 584: 0.11
title 154: 0.11
title 251: 0.11
title 611: 0.11
title 478: 0.11
title 529: 0.11
title 668: 0.11
title 578: 0.11
title 514: 0.11
title 366: 0.11
title 926: 0.11
title 286: 0.11
title 437: 0.11
title 284: 0.11
title 483: 0.11
title 576: 0.11
title 803: 0.11
title 383: 0.11
title 699: 0.11
title 104: 0.11
title 900: 0.11
title 456: 0.11
title 407: 0.11
title 893: 0.11
title 480: 0.11
title 191: 0.11
title 542: 0.11
title 645: 0.11
title 39: 0.11
title 796: 0.11
title 398: 0.11
title 996: 0.11
title 821: 0.11
title 984: 0.11
title 636: 0.11
title 205: 0.11
title 499: 0.11
title 750: 0.11
title 283: 0.11
title 105: 0.11
title 333: 0.11
title 400: 0.11
title 989: 0.11
title 951: 0.11
title 322: 0.11
title 769: 0.11
title 75: 0.11
title 81: 0.11
title 269: 0.11
title 527: 0.11
title 980: 0.11
title 138: 0.11
title 161: 0.11
title 237: 0.11
title 916: 0.11
title 319: 0.11
title 109: 0.11
title 272: 0.11
title 51: 0.11
title 449: 0.11
title 881: 0.11
title 92: 0.11
title 853: 0.11
title 575: 0.11
title 669: 0.11
title 311: 0.11
title 683: 0.11
title 347: 0.11
title 742: 0.11
title 890: 0.11
title 321: 0.11
title 436: 0.11
title 102: 0.11
title 935: 0.11
title 516: 0.11
title 484: 0.11
title 659: 0.11
title 443: 0.11
title 33: 0.11
title 512: 0.11
title 180: 0.11
title 794: 0.11
title 431: 0.11
title 294: 0.11
title 818: 0.11
title 47: 0.11
title 66: 0.11
title 492: 0.11
title 408: 0.11
title 507: 0.11
title 501: 0.11
title 571: 0.11
title 682: 0.11
title 904: 0.11
title 515: 0.11
title 19: 0.11
title 274: 0.11
title 293: 0.11
title 143: 0.11
title 199: 0.11
title 318: 0.11
title 314: 0.11
title 30: 0.11
title 52: 0.11
title 522: 0.11
title 175: 0.11
title 875: 0.11
title 469: 0.11
title 380: 0.11
title 557: 0.11
title 4: 0.11
title 619: 0.11
title 433: 0.11
title 736: 0.11
title 171: 0.11
title 975: 0.11
title 579: 0.11
title 98: 0.11
title 850: 0.11
title 604: 0.11
title 835: 0.11
title 72: 0.11
title 82: 0.11
title 14: 0.11
title 888: 0.11
title 477: 0.11
title 115: 0.11
title 942: 0.11
title 278: 0.11
title 713: 0.11
title 309: 0.11
title 856: 0.11
title 399: 0.11
title 646: 0.11
title 412: 0.11
title 600: 0.11
title 221: 0.11
title 972: 0.11
title 891: 0.11
title 700: 0.11
title 317: 0.11
title 691: 0.11
title 87: 0.11
title 612: 0.11
title 559: 0.11
title 887: 0.11
title 112: 0.11
title 390: 0.11
title 385: 0.11
title 981: 0.11
title 712: 0.11
title 643: 0.11
title 116: 0.11
title 572: 0.11
title 829: 0.11
title 417: 0.11
title 5: 0.11
title 547: 0.11
title 723: 0.11
title 581: 0.11
title 356: 0.11
title 90: 0.11
title 495: 0.11
title 844: 0.11
title 554: 0.11
title 828: 0.11
title 388: 0.11
title 517: 0.11
title 448: 0.11
title 537: 0.11
title 130: 0.11
title 410: 0.11
title 563: 0.11
title 671: 0.11
title 533: 0.11
title 151: 0.11
title 193: 0.11
title 472: 0.11
title 215: 0.11
title 922: 0.11
title 869: 0.11
title 466: 0.11
title 64: 0.11
title 230: 0.11
title 264: 0.11
title 755: 0.11
title 836: 0.11
title 962: 0.11
title 389: 0.11
title 281: 0.11
title 391: 0.11
title 651: 0.11
title 261: 0.11
title 905: 0.11
title 426: 0.11
title 267: 0.11
title 16: 0.11
title 665: 0.11
title 842: 0.11
title 173: 0.11
title 331: 0.11
title 616: 0.11
title 762: 0.11
title 772: 0.11
title 289: 0.11
title 392: 0.11
title 488: 0.11
title 685: 0.11
title 8: 0.11
title 481: 0.11
title 560: 0.11
title 204: 0.11
title 999: 0.11
title 48: 0.11
title 898: 0.11
title 788: 0.11
title 195: 0.11
title 123: 0.11
title 360: 0.1
title 25: 0.1
title 654: 0.1
title 961: 0.1
title 375: 0.1
title 968: 0.1
title 1: 0.1
title 743: 0.1
title 415: 0.1
title 10: 0.1
title 574: 0.1
title 865: 0.1
title 663: 0.1
title 330: 0.1
title 302: 0.1
title 781: 0.1
title 605: 0.1
title 338: 0.1
title 359: 0.1
title 556: 0.1
title 907: 0.1
title 491: 0.1
title 262: 0.1
title 427: 0.1
title 694: 0.1
title 793: 0.1
title 744: 0.1
title 977: 0.1
title 998: 0.1
title 378: 0.1
title 127: 0.1
title 69: 0.1
title 630: 0.1
title 128: 0.1
title 497: 0.1
title 208: 0.1
title 282: 0.1
title 297: 0.1
title 715: 0.1
title 854: 0.1
title 91: 0.1
title 3: 0.1
title 988: 0.1
title 486: 0.1
title 26: 0.1
title 649: 0.1
title 133: 0.1
title 312: 0.1
title 257: 0.1
title 125: 0.1
title 727: 0.1
title 450: 0.1
title 732: 0.1
title 22: 0.1
title 295: 0.1
title 747: 0.1
title 243: 0.1
title 799: 0.1
title 394: 0.1
title 656: 0.1
title 353: 0.1
title 122: 0.1
title 228: 0.1
title 343: 0.1
title 767: 0.1
title 858: 0.1
title 785: 0.1
title 541: 0.1
title 839: 0.1
title 667: 0.1
title 729: 0.1
title 621: 0.1
title 635: 0.1
title 805: 0.1
title 45: 0.1
title 184: 0.1
title 535: 0.1
title 78: 0.1
title 867: 0.1
title 927: 0.1
title 592: 0.1
title 137: 0.1
title 487: 0.1
title 644: 0.1
title 647: 0.1
title 987: 0.1
title 57: 0.1
title 248: 0.1
title 41: 0.1
title 872: 0.1
title 363: 0.1
title 49: 0.1
title 906: 0.1
title 911: 0.1
title 562: 0.1
title 538: 0.1
title 970: 0.1
title 200: 0.1
title 923: 0.1
title 523: 0.1
title 640: 0.1
title 351: 0.1
title 615: 0.1
title 937: 0.1
title 739: 0.1
title 509: 0.1
title 746: 0.1
title 622: 0.1
title 848: 0.1
title 381: 0.1
title 689: 0.1
title 298: 0.1
title 823: 0.1
title 655: 0.1
title 328: 0.1
title 213: 0.1
title 684: 0.1
title 994: 0.1
title 327: 0.1
title 553: 0.1
title 6: 0.1
title 633: 0.1
title 871: 0.1
title 350: 0.1
title 946: 0.1
title 638: 0.1
title 178: 0.1
title 266: 0.1
title 566: 0.1
title 716: 0.1
title 763: 0.1
title 696: 0.1
title 758: 0.1
title 94: 0.1
title 986: 0.1
title 748: 0.1
title 565: 0.1
title 885: 0.1
title 997: 0.1
title 921: 0.1
title 296: 0.1
title 214: 0.1
title 224: 0.1
title 287: 0.1
title 967: 0.1
title 233: 0.1
title 625: 0.1
title 440: 0.1
title 874: 0.1
title 439: 0.1
title 376: 0.1
title 126: 0.1
title 218: 0.1
title 780: 0.1
title 158: 0.1
title 800: 0.1
title 183: 0.1
title 778: 0.1
title 46: 0.1
title 561: 0.1
title 588: 0.1
title 177: 0.1
title 955: 0.1
title 598: 0.1
title 868: 0.1
title 886: 0.1
title 62: 0.1
title 190: 0.1
title 595: 0.1
title 325: 0.1
title 708: 0.1
title 820: 0.1
title 582: 0.1
title 838: 0.1
title 220: 0.1
title 146: 0.1
title 952: 0.1
title 428: 0.1
title 798: 0.1
title 121: 0.1
title 337: 0.1
title 447: 0.1
title 217: 0.1
title 857: 0.1
title 740: 0.1
title 508: 0.1
title 441: 0.1
title 429: 0.1
title 924: 0.1
title 528: 0.1
title 61: 0.1
title 845: 0.1
title 285: 0.1
title 593: 0.1
title 751: 0.1
title 650: 0.1
title 405: 0.1
title 590: 0.1
title 945: 0.1
title 334: 0.1
title 797: 0.1
title 532: 0.1
title 544: 0.1
title 847: 0.1
title 374: 0.1
title 568: 0.1
title 244: 0.1
title 791: 0.1
title 435: 0.1
title 982: 0.1
title 189: 0.1
title 914: 0.1
title 197: 0.1
title 336: 0.1
title 68: 0.1
title 100: 0.1
title 806: 0.1
title 768: 0.1
title 345: 0.1
title 434: 0.1
title 801: 0.1
title 983: 0.1
title 991: 0.1
title 206: 0.1
title 53: 0.1
title 591: 0.1
title 859: 0.1
title 580: 0.1
title 377: 0.1
title 219: 0.1
title 693: 0.1
title 70: 0.1
title 819: 0.1
title 246: 0.1
title 150: 0.1
title 209: 0.1
title 757: 0.1
title 609: 0.1
title 256: 0.1
title 641: 0.1
title 421: 0.1
title 589: 0.1
title 17: 0.1
title 675: 0.1
title 236: 0.1
title 925: 0.1
title 379: 0.1
title 725: 0.1
title 973: 0.1
title 135: 0.1
title 825: 0.1
title 335: 0.1
title 67: 0.1
title 909: 0.1
title 809: 0.1
title 179: 0.1
title 953: 0.1
title 36: 0.1
title 9: 0.1
title 587: 0.1
title 352: 0.1
title 95: 0.1
title 0: 0.1
title 966: 0.1
title 558: 0.1
title 473: 0.1
title 86: 0.1
title 824: 0.1
title 688: 0.1
title 54: 0.1
title 11: 0.1
title 759: 0.1
title 276: 0.1
title 13: 0.1
title 159: 0.1
title 969: 0.1
title 212: 0.1
title 963: 0.1
title 97: 0.1
title 187: 0.1
title 603: 0.1
title 901: 0.1
title 846: 0.1
title 614: 0.1
title 149: 0.1
title 316: 0.1
title 155: 0.1
title 995: 0.1
title 132: 0.1
title 310: 0.1
title 265: 0.1
title 623: 0.1
title 662: 0.1
title 459: 0.1
title 301: 0.1
title 80: 0.1
title 490: 0.1
